StudentID,Sem1Percentage,Sem2Percentage,Sem3Percentage,Sem4Percentage,Sem1Attendance,Sem2Attendance,Sem3Attendance,Sem4Attendance,Internship
93,88.03925243,80.38683974,60.18832296,69.95176588,73.54931823,87.57117285,83.43452202,79.51506424,Yes
94,78.06385988,75.63442555,76.16648156,91.99008033,82.54948406,65.08410455,99.0431333,88.08657315,No
95,88.548359,61.53349059,64.3568979,59.42703029,68.19916931,74.26892677,81.29217455,80.52879903,No
96,74.68977982,58.8264016,89.64272095,83.6230249,89.67981565,83.69931976,96.21287314,94.88424255,Yes
97,76.13664147,61.02431045,78.87966829,98.85034772,62.09116413,93.4228682,63.32155031,71.55748067,Yes
98,71.37705092,59.32191311,81.72912088,55.09465504,94.1017058,61.74643715,67.64207475,63.44996685,No
99,51.27095634,88.97922368,89.89570798,50.41599711,67.92785546,69.46532526,77.63019774,97.46262447,No
100,55.39457135,67.50626296,69.79852363,71.67913963,94.97592127,95.58995961,83.39027233,75.12785398,No
101,51.57145928,52.89213383,95.75450342,54.63127415,74.10116965,60.36662201,92.64911407,83.05622206,No
102,81.82052056,98.45513151,76.65144336,87.41921748,88.90734298,68.05596411,99.53048461,91.68012505,Yes
103,65.71779905,94.18929425,57.89774114,95.72743319,72.76901191,98.36096704,75.55405986,72.97254656,No
104,75.42853456,96.38761416,84.79495591,71.70104864,96.23646685,84.53607386,61.89662545,88.64658153,No
105,95.3783237,99.74539113,89.66306752,62.93558211,65.06548502,70.46685467,92.04686013,65.41675399,No
106,62.46461146,58.69476246,65.83808385,71.72016595,67.14079157,62.67964378,84.17522876,71.65174989,No
107,70.51914615,69.81210095,92.85896285,86.17239089,79.72120501,61.12765362,67.94171435,65.78842545,No
108,87.77755693,87.91192379,95.30716274,50.45270808,63.27753756,69.78980319,79.79313826,92.44922234,Yes
109,61.43990827,84.8010309,63.84522437,79.47269947,67.83920739,95.25943278,89.69240982,68.90596941,No
110,53.84899549,57.69479532,99.17607364,80.66458424,97.75065529,76.63654617,90.81647148,88.69614222,Yes
111,64.48757265,90.79165625,57.0355764,81.88441234,99.05958645,88.81333477,79.98473648,97.73193589,Yes
112,58.06106436,61.22202859,60.10078342,62.101104,75.05037317,96.73140142,72.20858121,81.11088836,No
113,96.48488262,61.19088074,59.21124196,85.70263617,96.93144084,76.32161846,98.94970328,81.60116769,Yes
114,90.40601898,76.84872114,94.6994855,54.56957432,81.79298703,67.65109484,86.53450444,78.44134272,No
115,81.67018783,79.64699674,82.71462762,59.96351682,70.78969863,80.68471723,76.32950077,73.03560574,No
116,93.57302951,79.00431039,57.60521416,93.87350233,88.09594884,96.32334748,71.21852897,79.02620124,Yes
117,90.18360384,54.57434187,72.01617092,86.93615754,86.35607226,92.17497657,89.24411932,84.11230129,No
118,59.32850294,93.87304313,80.76490125,50.6872777,99.56501276,62.63319373,69.68733782,99.43966289,No
119,94.62794992,63.28000213,54.17320425,62.41881302,70.6018915,87.702912,66.86839956,97.51058237,No
120,76.9671121,56.47574606,94.12081842,60.72032415,86.88238011,82.8759009,81.19335556,94.48611833,No
121,90.37200776,94.43740399,90.18017677,63.5403164,62.0809502,96.29852705,71.59949571,95.56522143,No
122,94.804565,97.78257491,75.26033868,62.37798851,64.54584155,64.89925667,85.1562058,78.71396733,No
123,65.90017375,93.10638086,98.35633076,53.12631479,60.156735,81.36144453,64.71754699,86.29777309,No
124,55.50259623,90.47580374,70.88804896,72.94702583,99.97842724,95.17850774,86.19764418,95.80266892,No
125,61.39675813,82.76209903,99.20551595,86.63667374,92.09094789,76.40095147,71.33186112,75.7180306,No
126,71.35538943,77.54286853,83.39599994,80.33658624,91.46892059,79.27979671,60.00971738,98.47049913,No
127,90.9007383,54.349338,81.73356366,83.64358343,80.38904301,62.81842711,65.07744231,76.63144248,Yes
128,93.03652916,70.42266065,58.29774476,54.05745893,72.00268332,71.12574562,97.34461511,84.04330662,No
129,50.34760653,68.63442585,94.09638792,97.57453551,66.05057138,72.98026597,94.69418556,88.39218853,No
130,75.53736513,62.98768919,71.3744844,91.92459169,71.38698955,97.80489795,69.34436128,98.02368052,No
131,70.87055016,86.17100568,58.11167029,90.25451592,75.03884888,71.30669442,91.13487618,69.78465096,No
132,61.10539052,74.79378675,50.630376,91.14919025,90.25240388,78.43474941,84.34286373,89.84523913,Yes
133,55.99326837,54.0523108,77.98778418,96.63552541,81.58647156,86.85217694,98.83618846,80.83262345,Yes
134,66.88075857,61.0091601,76.36998111,77.21269831,63.09934506,66.4873349,74.94422638,70.74228562,Yes
135,97.1454852,84.16293818,85.96768112,60.01410089,60.72116036,79.45769549,87.2584245,91.06427359,Yes
136,66.1601466,53.80654297,94.51290265,80.83918039,64.09328718,89.54156158,62.5414289,82.08889121,No
137,75.93953109,92.5603457,53.97032923,87.14407468,76.41994855,94.67420852,75.84989387,86.43895283,No
138,85.15094794,74.75732635,86.57482452,86.89586967,97.32771668,85.05037099,98.55270645,72.91604274,No
139,68.18148012,74.02932887,59.3705972,76.07245121,85.49609925,86.76214061,81.55923498,79.25095807,Yes
140,98.58910414,79.62038923,92.90885266,53.42293597,92.073036,65.0513389,71.51518013,84.69417004,No
141,98.12236475,91.2340483,90.95317569,68.55564692,78.65498378,97.83105989,64.81083853,76.19643257,No
142,62.58911479,67.3904604,77.03968775,96.03833042,74.46664333,65.3029631,88.14113361,67.93490159,No
143,74.86242529,83.90080763,85.51213993,79.22244549,64.33601491,90.98691749,85.79424174,98.46561969,No
144,65.04391549,78.2865982,65.71750566,76.91659716,95.03732089,70.59265287,74.95754854,80.4587016,Yes
145,64.24202472,63.35141351,73.55839495,63.44267572,91.32640116,97.34372575,98.03765407,89.35681481,No
146,51.84434737,93.93149932,91.08184489,68.422446,66.7247239,88.79838157,60.88811252,76.44188774,No
147,80.4782167,89.87130108,72.96325986,94.76730446,80.49042256,90.15254852,72.14895407,74.20527056,Yes
148,75.13395116,82.92259173,67.88991327,83.32315238,79.49499232,68.76236692,96.84277945,76.28657194,Yes
149,52.57393756,92.52908645,74.71062236,89.36935134,85.00366211,77.72159907,72.83741753,76.36786575,Yes
150,63.93232321,93.36471005,91.41246262,72.71727115,97.84747576,84.71252778,70.09011335,81.76720464,Yes
151,95.4132943,85.41814884,66.76040237,81.51236097,83.19085767,90.79894473,81.3688164,81.7387948,No
152,61.97809453,91.85066642,58.68807966,62.41918044,81.60869067,64.15837504,92.95207,79.88615264,No
153,57.2447436,84.87357308,85.60070102,85.27304151,62.01291732,98.49461266,64.12587044,65.3914314,Yes
154,74.47263801,84.00703859,91.29891064,71.38006669,62.51629904,95.60882682,97.72082839,79.84301914,No
155,99.28252271,80.93056891,55.03187393,72.12727574,67.49387165,70.81394362,91.80291525,66.76415602,No
156,62.10276358,87.63583198,61.99370564,82.46611623,61.29883087,92.91040972,67.25001022,65.04543145,Yes
157,83.60677737,57.93025526,57.09859949,96.81403107,89.73411582,80.73295692,88.48031845,97.30582869,Yes
158,88.08098077,94.04353796,67.39707058,53.20031733,88.93321216,78.47225926,75.39834891,84.19800053,Yes
159,61.8818772,93.59217639,72.51754895,91.23716187,65.44224938,72.57736423,76.09178712,86.37960232,No
160,86.41081743,51.46236415,87.44131685,64.61915552,93.44315603,83.23874347,91.3316037,76.07174681,Yes
161,68.38915664,91.29083753,82.55737924,72.19597273,66.19144139,89.19556471,98.51139232,96.35923568,No
162,81.61529153,56.44349337,81.04642837,51.09566644,72.04702348,76.4373162,65.06623491,85.51721958,No
163,81.67648554,66.75594271,67.61874733,65.05230389,69.95907597,85.16876772,76.82520948,90.76679478,No
164,76.7887342,87.17541281,92.07237765,75.13156213,74.89228394,87.97251685,79.23766432,74.74249876,Yes
165,54.5144885,58.0379948,73.56435837,52.80880387,70.18655064,88.44487268,75.05247268,98.40047523,No
166,91.76512478,90.89835121,98.9552469,74.55478647,79.55803706,62.07864393,74.52756495,92.81845161,No
167,66.03900325,91.6067089,81.70710691,96.35553144,76.29631525,94.38991223,62.0907467,94.15793852,No
168,59.32592552,75.37338669,56.31323708,55.26966091,99.46277963,78.33013259,87.42154482,66.8877707,No
169,52.03875708,50.31929359,83.8088781,88.2220364,62.23705401,70.49664327,77.44857668,70.83852831,No
170,79.54464716,64.35190666,66.25520077,70.48355267,65.68725506,69.6705803,67.79175211,71.42506399,No
171,83.87821809,80.84634592,84.31635983,82.75868573,62.11303576,79.32056451,92.64134009,70.83636893,No
172,50.82939145,99.0593089,53.48205741,63.0118299,85.0336478,95.47326158,92.10242993,94.21632648,No
173,75.60465291,81.59067635,58.74407186,57.97461313,62.1803711,75.13390327,79.45566512,61.27539181,Yes
174,61.32478876,62.99017905,92.78686295,58.02313071,93.4575895,89.98902987,71.93802645,63.04399956,No
175,82.25863952,81.70028515,61.35897785,53.52459728,80.47754523,63.87274924,85.52370903,70.95659483,No
176,58.71832145,76.99926899,91.85205626,59.28233525,81.08030498,79.04226809,71.52608543,67.99491899,No
177,84.54688691,88.99226976,63.96380442,83.21096925,82.46378031,99.66744562,69.44031721,69.27438456,Yes
178,69.33676732,55.34903194,82.1440955,94.08453059,66.83254825,90.81751211,89.22058616,91.91772757,No
179,96.83649944,88.05139513,84.70752868,90.70628428,67.90761212,68.42113954,61.61300959,82.52506376,No
180,56.87604721,77.06332893,75.63273766,84.25671549,72.75269291,80.05765895,63.79073884,60.23082645,Yes
181,67.05331755,98.14960019,65.26553383,55.52159317,83.73985663,69.34499055,60.27152696,77.17291063,Yes
182,55.67367606,67.0936083,60.63221882,64.45937231,68.40471104,76.38243709,66.11772746,76.31539707,No
183,96.23468091,81.63109466,51.65946773,65.49034377,64.65326909,91.20336095,62.75960035,64.55781078,No
184,93.86696767,96.60140528,65.19732006,62.49784732,98.80467546,90.84899261,99.83209471,87.04567154,No
185,62.89708139,55.1254864,82.65813953,75.75028299,60.87927259,69.12401512,71.5523988,88.08388754,Yes
186,82.9992023,96.86142436,96.91524092,76.77769074,92.10789621,96.88893273,65.97072051,88.83572876,No
187,90.86111001,84.39428612,93.56022411,67.84429876,91.52140598,83.70272731,69.63985032,89.13883782,No
188,77.76004058,53.39185296,88.30323883,67.68945794,71.88856455,75.19697164,97.44502286,60.00211308,No
189,76.48252892,65.04817835,89.42236716,91.4277799,65.42506464,80.07742323,80.80640892,98.15683215,No
190,62.09261455,85.40860443,83.24924517,89.46464242,65.82514587,84.20285014,74.59272385,92.56835068,No
191,54.65513839,53.36753007,63.01434288,65.38979158,87.89726469,82.39562127,94.93565832,96.15926786,No
192,94.8607879,79.10852301,95.35975154,95.68942219,85.71226364,79.45620142,75.79961082,60.62573181,Yes
193,95.02090286,67.29415285,83.5366156,97.64075085,91.30982697,80.19731216,73.4003428,97.35435183,No
194,81.65507286,81.04577589,78.02203155,66.3371271,97.4992469,67.05647642,68.2913009,92.39154115,No
195,66.95148955,52.28710169,55.54947346,67.72124744,87.67709453,92.50931617,75.11187296,93.48876572,No
196,67.46047873,93.57684031,72.35277719,75.28170767,66.23406146,81.6704128,72.66737424,63.73149539,No
197,86.29778394,98.67444846,73.01791356,97.05604063,69.73770467,65.24319447,87.09215837,89.55112116,No
198,94.855513,98.44389276,93.22818048,93.81597166,93.68774923,90.64628406,71.58330819,98.39666759,Yes
199,94.35432121,87.48259159,77.33241101,55.12839813,68.37224303,97.29775914,83.08798986,87.14189366,Yes
200,88.99377729,56.50431201,69.02002745,69.63653716,62.90089268,97.89227597,62.6356866,82.82245618,No
201,82.10158231,87.9131598,98.84001643,77.66855949,88.13120216,74.7607093,67.65156627,97.82518711,No
202,54.20699825,51.22934582,55.53602967,75.15662363,76.10105422,65.42067494,76.29621086,77.71748487,No
203,58.0814357,51.10617758,71.12742142,59.6931534,96.8016021,80.73598507,97.47797016,83.97174265,Yes
204,94.92770943,66.18051096,52.10123376,92.94083856,86.01020284,64.50436917,75.09007943,79.05353174,No
205,80.32145298,74.43215952,86.99520604,83.84703915,63.61675911,97.35949674,86.56296485,97.31384885,Yes
206,50.45985258,88.52037089,95.90382761,91.89541874,97.91426269,67.34318509,70.2034889,63.04338907,Yes
207,55.07357714,84.16476883,64.00186648,92.93821397,70.34229055,70.1106344,65.08134304,80.04478803,No
208,83.17508846,72.29513532,92.91708384,87.41779268,73.48849962,76.26546108,62.341464,87.47809766,No
209,50.25307919,63.68133331,64.61091152,71.96053006,76.09041655,75.32657874,72.21653994,91.67626154,No
210,58.04040257,99.85622501,95.53850808,80.52733775,62.04897186,91.7865157,66.30644107,83.3207459,Yes
211,77.43668947,71.30906511,87.69809518,58.01827031,79.86061689,78.25267282,66.96041792,96.35670976,No
212,84.59475988,72.56935122,90.24533884,83.68227087,64.93273964,66.8307304,90.43037234,97.67965788,No
213,82.59806298,58.18119106,50.90032778,58.96266279,76.03881307,70.68839582,60.63352284,62.57276893,No
214,61.21346547,89.74047744,98.14051785,84.69747953,74.02839152,80.36453541,82.31240503,76.09482158,No
215,85.60896107,84.68411129,86.3335496,61.47990804,90.91360334,65.8981567,75.17845522,60.93836087,No
216,61.86245437,61.03848064,65.23755477,55.87756501,92.12682047,84.46622703,80.262,73.17666629,No
217,66.26998491,54.11905228,91.46973324,58.26422451,66.1365153,82.62989226,82.51320949,81.47472872,No
218,87.32457026,84.0249651,64.07605992,50.09960676,74.6620475,88.58809266,72.53470778,96.43179722,No
219,82.48164495,82.72556071,93.63769198,85.93698089,74.93412644,97.50818462,71.80435441,93.8621729,Yes
220,92.46117052,63.66297635,55.62901952,86.62005245,66.05641776,96.49018244,89.33607397,65.09998907,No
221,82.88064462,97.54317811,85.18429887,75.7466675,91.9381402,97.84302472,94.85107952,63.72121499,Yes
222,78.41543017,57.55289459,77.03492383,58.06814005,88.28913313,69.78862388,67.7032653,83.57069355,Yes
223,54.68373839,71.61674005,54.82672351,54.17771688,67.61527145,65.26261227,63.90475042,81.2847189,Yes
224,68.38579015,97.18079601,62.09469141,50.95644832,74.66887634,72.09106802,95.91183226,70.65510566,No
225,63.26011838,70.98636585,50.62020181,58.28740885,64.23220099,95.80340691,73.99581855,95.97812338,No
226,62.19948217,81.92629738,73.43839827,94.54277675,85.12826388,98.88213898,82.05269563,97.09465638,No
227,98.65052774,69.8797199,65.06326304,62.07684209,64.85487698,94.37299804,74.38172578,76.10445753,No
228,69.65488623,63.71076012,79.91787421,67.71356636,99.43736674,64.40070885,65.03209345,95.61210228,Yes
229,94.60232776,99.1988824,64.86189039,55.26727422,91.22728299,97.89711992,83.5732658,75.35795577,No
230,81.5569313,70.46670032,64.99595558,61.11806524,75.60954198,76.93432109,81.00563407,89.47267327,Yes
231,89.74056518,94.70496018,87.15965994,75.96122854,83.14255729,60.37241163,68.11974237,79.0376887,No
232,75.13185466,61.49773029,52.4071418,80.38763415,96.45367265,77.69574963,78.07476179,64.90332626,No
233,78.84519423,60.6552352,95.14474976,62.26761571,82.16397122,61.84276679,91.87790016,97.11736805,Yes
234,74.62588469,51.55670414,92.61319372,52.88660796,66.97993946,81.75511685,83.61704412,78.16386374,Yes
235,59.76214939,82.58334127,83.39023416,69.55164346,75.14813422,73.5421611,63.87669308,89.37948161,No
236,86.12260576,68.42631719,79.66107851,61.71016855,93.7257946,78.93739734,81.92085989,74.68695258,No
237,64.03861812,93.21791249,94.61512491,60.97769616,85.76852064,84.52681443,88.10953197,60.75523514,No
238,51.21579832,73.66049533,59.26650898,97.99314014,86.02897537,94.75204383,91.70813623,64.02121435,No
239,82.2736148,98.4096714,53.94845811,80.8150243,94.67285943,86.47606306,85.16470315,79.84877918,No
240,58.85553397,59.27627579,61.9755085,77.84392216,95.7589223,77.36195474,66.10632658,87.59857429,No
241,97.02292922,93.4311584,89.72891394,70.78875518,96.79170287,92.77711415,88.40693066,73.38941306,Yes
242,97.69642885,88.82984264,51.73351334,71.44721667,63.79396773,96.2232855,87.09367384,87.81953837,Yes
243,95.74321951,88.54609223,79.14034175,77.04525019,81.76504008,64.79039866,60.97707532,87.94542358,No
244,68.50793501,92.23916141,99.77187581,84.82149035,89.62038085,81.2773191,76.4699067,88.15743629,No
245,50.77283083,88.05119955,92.78480469,85.10730481,90.27707381,71.38047839,73.31800988,79.70087416,Yes
246,96.41592813,81.31101608,76.07228445,58.58469539,84.26864808,61.88244792,86.77648257,96.595446,Yes
247,71.40920742,56.56224388,53.18204546,75.0056376,66.67149341,86.7418678,68.64543249,79.56786072,Yes
248,98.33274095,51.62630897,91.56867572,70.59790475,91.89682216,94.5108311,83.63487692,78.01060774,Yes
249,98.18099885,96.04239239,79.94892541,93.52634831,88.80445334,66.51610618,96.52823847,67.97523276,Yes
250,92.65047277,80.83251573,55.74664985,81.57094606,63.44543086,92.4965463,91.91209489,72.30620349,No
251,64.7224446,89.82686455,54.69286424,76.62520332,78.55239299,94.13582934,96.85830945,61.6933797,No
252,69.25488643,74.07611758,95.48134097,55.76973211,66.95909598,96.57361771,99.14023868,85.34141174,No
253,92.55683358,55.86540945,83.46001315,80.28189447,73.49908183,70.61140356,60.42680508,69.94142976,No
254,65.84610026,56.25928961,91.46433997,55.86019528,60.72324369,96.15812261,84.90965106,72.16621018,No
255,58.47463733,84.27826436,93.94894501,66.86032878,76.01319474,72.82651019,76.51357591,90.83258087,No
256,77.84006312,71.51529474,78.5886176,57.14209824,81.99507685,82.09352054,94.39417961,73.08884733,No
257,96.80773871,60.02623634,75.87231759,84.60368235,84.78330371,62.02029883,70.07258808,69.68783568,No
258,84.80148983,74.57972734,71.52137052,60.31260569,86.53961381,61.75524353,99.24117956,66.76230997,No
259,78.5030585,53.21044685,65.84732939,69.59296866,93.45165252,88.81492851,84.54831878,90.99433609,No
260,54.85882469,79.0985701,71.72979804,94.78373888,68.61851629,77.77919912,91.74149609,65.18825032,No
261,80.75036133,63.44967022,88.69398279,60.21581917,64.8192729,70.25169501,63.42398211,78.15015041,No
262,99.50269251,89.87795503,80.09617155,75.3902532,94.06148688,67.61653984,67.33831539,80.27720464,No
263,57.00420076,65.51809795,94.6261645,70.96358306,66.2645126,86.79813963,90.33614692,87.49559651,No
